cu,year,mean,lower,upper,cv,dispersion
Big.Salmon,1992,6344.84178,1172.005428,11969.75914,0.522993103,0.5
Big.Salmon,1993,5170.892024,1004.170321,9787.828999,0.52660889,0.5
Big.Salmon,1994,6839.330245,1235.576655,12870.21841,0.528612368,0.5
Big.Salmon,1995,11505.65242,2239.24985,21032.43467,0.511593763,0.5
Big.Salmon,1996,9986.165216,1840.706142,18362.05458,0.515768021,0.5
Big.Salmon,1997,12046.98794,2252.467385,22533.13536,0.513721422,0.5
Big.Salmon,1998,1791.988894,266.620188,3871.660491,0.629833846,0.5
Big.Salmon,1999,4645.124278,840.5268974,8732.602822,0.515842135,0.5
Big.Salmon,2000,4938.770656,927.9524465,9148.142149,0.513973165,0.5
Big.Salmon,2001,8040.7633,1513.99132,15919.6433,0.568011484,0.5
Big.Salmon,2002,8204.245713,1687.241224,15644.98919,0.514005469,0.5
Big.Salmon,2003,17554.72535,3469.88731,32128.4528,0.510034183,0.5
Big.Salmon,2004,5489.223599,1064.046198,10234.47422,0.512216155,0.5
Big.Salmon,2005,5618,6179.8,5056.2,0.05,0.5
Big.Salmon,2006,7308,8038.8,6577.2,0.05,0.5
Big.Salmon,2007,4506,4956.6,4055.4,0.05,0.5
Big.Salmon,2008,1329,1461.9,1196.1,0.05,0.5
Big.Salmon,2009,9261,10187.1,8334.9,0.05,0.5
Big.Salmon,2010,3817,4198.7,3435.3,0.05,0.5
Big.Salmon,2011,5156,5671.6,4640.4,0.05,0.5
Big.Salmon,2012,2584,2842.4,2325.6,0.05,0.5
Big.Salmon,2013,3242,3566.2,2917.8,0.05,0.5
Big.Salmon,2014,6321,6953.1,5688.9,0.05,0.5
Big.Salmon,2015,10078,11085.8,9070.2,0.05,0.5
Big.Salmon,2016,6761,7437.1,6084.9,0.05,0.5
Big.Salmon,2017,5672,6239.2,5104.8,0.05,0.5
Big.Salmon,2018,5159,5674.9,4643.1,0.05,0.5
Big.Salmon,2019,3874,4261.4,3486.6,0.05,0.5
Big.Salmon,2020,1635,1798.5,1471.5,0.05,0.5
Big.Salmon,2021,1958,2153.8,1762.2,0.05,0.5
Big.Salmon,2022,2234.713938,454.4458178,4113.272262,0.05,0.5
Big.Salmon,2023,1795,1974.5,1615.5,0.05,0.5
Big.Salmon,2024,1899,2088.9,1709.1,0.05,0.5
NorthernYukonR.andtribs.,1985,1242.779685,669.5652706,1815.9941,0.230617873,1.5
NorthernYukonR.andtribs.,1986,2479.447997,1561.138167,3397.757827,0.185184329,1.5
NorthernYukonR.andtribs.,1987,1864.44068,1234.078746,2494.802614,0.169048536,1.5
NorthernYukonR.andtribs.,1988,10680.03412,4878.268015,16481.80023,0.271617396,1.5
NorthernYukonR.andtribs.,1989,2160.704691,659.0066425,3662.40274,0.347501918,1.5
NorthernYukonR.andtribs.,1990,9645.382443,4239.83508,15050.92981,0.280214258,1.5
NorthernYukonR.andtribs.,1991,7446.204805,5265.598277,9626.811334,0.146424023,1.5
NorthernYukonR.andtribs.,1992,6902.535533,4077.301158,9727.769909,0.204651925,1.5
NorthernYukonR.andtribs.,1993,17063.12698,12493.77975,21632.47421,0.133895365,1.5
NorthernYukonR.andtribs.,1994,15522.84247,11274.01046,19771.67449,0.136857409,1.5
NorthernYukonR.andtribs.,1995,9209.980214,6383.906858,12036.05357,0.153424507,1.5
NorthernYukonR.andtribs.,1996,4358.683419,2645.382138,6071.984701,0.196538853,1.5
NorthernYukonR.andtribs.,1997,4880.113149,3320.238567,6439.98773,0.15981951,1.5
NorthernYukonR.andtribs.,1998,5001.304591,2845.009809,7157.599373,0.215573231,1.5
NorthernYukonR.andtribs.,1999,2553.739238,1653.646542,3453.831933,0.176230345,1.5
NorthernYukonR.andtribs.,2000,2714.816748,1814.647365,3614.986131,0.16578824,1.5
NorthernYukonR.andtribs.,2001,7242.307626,4278.639156,10205.9761,0.204608022,1.5
NorthernYukonR.andtribs.,2002,9268.485906,6456.66555,12080.30626,0.151687146,1.5
NorthernYukonR.andtribs.,2003,7438.660061,5311.949946,9565.370176,0.142949812,1.5
NorthernYukonR.andtribs.,2004,11228.18772,8479.55321,13976.82223,0.122398849,1.5
NorthernYukonR.andtribs.,2005,10025.46989,7813.182946,12237.75683,0.110333329,1.5
NorthernYukonR.andtribs.,2006,11591.87385,7960.448972,15223.29874,0.156636663,1.5
NorthernYukonR.andtribs.,2007,4771.347035,3375.914936,6166.779134,0.146230413,1.5
NorthernYukonR.andtribs.,2008,5473.303303,4767.583069,6179.023537,0.064469315,1.5
NorthernYukonR.andtribs.,2009,7250.448387,5990.671095,8510.225678,0.08687582,1.5
NorthernYukonR.andtribs.,2010,2289.266424,1297.492991,3281.039856,0.216613808,1.5
NorthernYukonR.andtribs.,2011,4346.686752,3604.063824,5089.309681,0.085424022,1.5
NorthernYukonR.andtribs.,2012,4492.17749,3155.880278,5828.474702,0.148736021,1.5
NorthernYukonR.andtribs.,2013,259.4114721,10.00302713,508.8199171,0.480719767,1.5
NorthernYukonR.andtribs.,2014,5420.899551,4072.648551,6769.150551,0.124356759,1.5
NorthernYukonR.andtribs.,2015,6122.95593,4947.315474,7298.596386,0.096002688,1.5
NorthernYukonR.andtribs.,2016,7376.306274,5993.778506,8758.834043,0.093714097,1.5
NorthernYukonR.andtribs.,2017,6483.926971,4959.582738,8008.271203,0.117547918,1.5
NorthernYukonR.andtribs.,2018,5474.777774,4113.031055,6836.524492,0.124365479,1.5
NorthernYukonR.andtribs.,2019,2669.097316,1745.929597,3592.265036,0.172936317,1.5
NorthernYukonR.andtribs.,2020,7245.932459,7021.798795,7470.066123,0.015466171,1.5
NorthernYukonR.andtribs.,2021,3273.970337,2391.403186,4156.537488,0.134785453,1.5
NorthernYukonR.andtribs.,2022,662.3263191,290.1792316,1034.473407,0.280939377,1.5
NorthernYukonR.andtribs.,2023,2129.040715,1257.55942,3000.522011,0.204665249,1.5
NorthernYukonR.andtribs.,2024,2641.200047,1630.020266,3652.379828,0.191424308,1.5
Whiteandtribs.,1985,1383.656239,769.4905757,1997.821902,0.221935784,1.5
Whiteandtribs.,1986,3005.71603,1854.523725,4156.908336,0.19150051,1.5
Whiteandtribs.,1987,2076.983394,1196.855391,2957.111397,0.211876514,1.5
Whiteandtribs.,1988,1400.613629,10,3231.959824,0.575097899,1.5
Whiteandtribs.,1989,1461.030797,10,3837.980204,0.655013606,1.5
Whiteandtribs.,1990,1487.146875,10,3769.165147,0.631942482,1.5
Whiteandtribs.,1991,1449.295134,389.7551916,2508.835076,0.365536293,1.5
Whiteandtribs.,1992,3768.45443,1749.304467,5787.604394,0.267901603,1.5
Whiteandtribs.,1993,12297.45389,8620.308172,15974.59961,0.149508417,1.5
Whiteandtribs.,1994,6385.890332,4172.107899,8599.672766,0.173333891,1.5
Whiteandtribs.,1995,5098.762881,3013.740358,7183.785404,0.20446357,1.5
Whiteandtribs.,1996,9549.400385,6475.049141,12623.75163,0.160970905,1.5
Whiteandtribs.,1997,3588.811286,1991.234251,5186.388321,0.222577465,1.5
Whiteandtribs.,1998,1870.272447,156.7711244,3583.773769,0.458088693,1.5
Whiteandtribs.,1999,2659.622134,1631.244457,3687.999811,0.193331538,1.5
Whiteandtribs.,2000,3040.181438,1989.37166,4090.991215,0.172820241,1.5
Whiteandtribs.,2001,4687.087095,2345.662327,7028.511864,0.249773977,1.5
Whiteandtribs.,2002,1880.635079,818.9296529,2942.340504,0.28227311,1.5
Whiteandtribs.,2003,2668.370479,1403.628323,3933.112636,0.236987736,1.5
Whiteandtribs.,2004,2983.866265,1715.451326,4252.281205,0.212545541,1.5
Whiteandtribs.,2005,4209.267545,2705.395798,5713.139292,0.178638175,1.5
Whiteandtribs.,2006,3296.648863,1019.290185,5574.007541,0.345405103,1.5
Whiteandtribs.,2007,3013.510383,1857.007365,4170.013402,0.19188635,1.5
Whiteandtribs.,2008,1949.137996,1372.59931,2525.676682,0.14789581,1.5
Whiteandtribs.,2009,10806.91094,10013.58791,11600.23396,0.036704431,1.5
Whiteandtribs.,2010,761.5523497,151.3318098,1371.77289,0.400642543,1.5
Whiteandtribs.,2011,2327.778046,1666.968252,2988.587841,0.141940035,1.5
Whiteandtribs.,2012,2849.936404,1748.19633,3951.676477,0.193292045,1.5
Whiteandtribs.,2013,60.30895238,10,182.0343173,0.713137563,1.5
Whiteandtribs.,2014,5011.589898,3712.165839,6311.013957,0.129641899,1.5
Whiteandtribs.,2015,5640.539481,4610.877594,6670.201368,0.091273352,1.5
Whiteandtribs.,2016,2568.646926,1554.823236,3582.470615,0.197345863,1.5
Whiteandtribs.,2017,3361.261287,2218.41499,4504.107584,0.170002597,1.5
Whiteandtribs.,2018,2832.790789,1759.135956,3906.445623,0.189504788,1.5
Whiteandtribs.,2019,2471.816967,1586.975392,3356.658541,0.178986063,1.5
Whiteandtribs.,2020,438.6534053,153.6921405,723.61467,0.324813693,1.5
Whiteandtribs.,2021,1286.779402,654.4563788,1919.102425,0.245699854,1.5
Whiteandtribs.,2022,78.87879466,10,222.659575,0.674007431,1.5
Whiteandtribs.,2023,977.5247807,322.2296059,1632.819955,0.335180851,1.5
Whiteandtribs.,2024,773.396108,8.172878363,1538.619338,0.49471624,1.5
Pelly,1985,6018.382561,4297.90447,7738.860652,0.142935255,1.5
Pelly,1986,8584.344928,6279.79344,10888.89642,0.134229898,1.5
Pelly,1987,10791.86343,8444.539666,13139.1872,0.108754331,1.5
Pelly,1988,6179.275667,290.4134772,12068.13786,0.47650101,1.5
Pelly,1989,13480.21061,10,32338.09823,0.59954735,1.5
Pelly,1990,16913.36466,10,35219.90048,0.520444944,1.5
Pelly,1991,19633.7578,14726.39146,24541.12413,0.124972672,1.5
Pelly,1992,14259.55046,9582.449772,18936.65116,0.163998883,1.5
Pelly,1993,14149.91896,10070.6107,18229.22721,0.144145994,1.5
Pelly,1994,15744.44763,11511.02248,19977.87279,0.134441844,1.5
Pelly,1995,10896.36629,7599.753307,14192.97928,0.151271208,1.5
Pelly,1996,11667.95106,8119.526572,15216.37555,0.152058595,1.5
Pelly,1997,9976.632761,6941.492042,13011.77348,0.152112481,1.5
Pelly,1998,3268.204274,634.3029158,5902.105633,0.402958496,1.5
Pelly,1999,5740.049079,3960.674798,7519.42336,0.154996434,1.5
Pelly,2000,6405.472366,4646.544556,8164.400175,0.137298837,1.5
Pelly,2001,10118.10501,5167.072155,15069.13785,0.244662061,1.5
Pelly,2002,8686.875796,6070.694662,11303.05693,0.150582396,1.5
Pelly,2003,30599.45065,23673.17072,37525.73058,0.11317654,1.5
Pelly,2004,12261.1529,9357.073503,15165.23231,0.118426033,1.5
Pelly,2005,11063.25838,8778.485713,13348.03105,0.103259482,1.5
Pelly,2006,13579.85006,9831.389475,17328.31065,0.138015537,1.5
Pelly,2007,7606.291273,5977.155803,9235.426743,0.107091315,1.5
Pelly,2008,4086.867128,3541.35544,4632.378816,0.066739592,1.5
Pelly,2009,15860.28638,14163.72311,17556.84965,0.053484635,1.5
Pelly,2010,8629.993625,7222.234863,10037.75239,0.081561982,1.5
Pelly,2011,8264.938515,7257.557128,9272.319902,0.060943066,1.5
Pelly,2012,6497.048645,4968.424934,8025.672356,0.117639854,1.5
Pelly,2013,4360.88162,3436.926192,5284.837048,0.10593677,1.5
Pelly,2014,6744.728646,5864.825551,7624.631741,0.065228947,1.5
Pelly,2015,16850.18508,15230.71943,18469.65073,0.048054833,1.5
Pelly,2016,13536.5708,11599.27612,15473.86548,0.071557808,1.5
Pelly,2017,8584.225239,7198.710165,9969.740314,0.08070123,1.5
Pelly,2018,7301.952072,5678.234919,8925.669226,0.111183772,1.5
Pelly,2019,4607.959999,4390.448577,4825.47142,0.023601705,1.5
Pelly,2020,5567.4127,4813.068125,6321.757274,0.067746422,1.5
Pelly,2021,5663.884576,5275.807626,6051.961525,0.034258903,1.5
Pelly,2022,2306.529555,2207.579519,2405.479592,0.021449982,1.5
Pelly,2023,1912.340012,1075.423089,2749.256935,0.218820115,1.5
Pelly,2024,1782.663315,1323.425478,2241.901152,0.128806666,1.5
Stewart,1985,5105.721676,3396.173342,6815.270009,0.167414955,1.5
Stewart,1986,4734.781573,3058.515059,6411.048088,0.177016246,1.5
Stewart,1987,2753.222655,1700.788567,3805.656744,0.191127675,1.5
Stewart,1988,2476.487665,10,5543.57165,0.558610863,1.5
Stewart,1989,4092.303367,10,10983.78457,0.670391683,1.5
Stewart,1990,5573.190205,10,13672.16548,0.612852109,1.5
Stewart,1991,7331.231203,4611.721494,10050.74091,0.185474283,1.5
Stewart,1992,3899.27918,1714.502577,6084.055783,0.280151344,1.5
Stewart,1993,2770.883864,1272.942051,4268.825676,0.27030036,1.5
Stewart,1994,7566.481999,4850.708017,10282.25598,0.17946081,1.5
Stewart,1995,9144.107048,6184.781923,12103.43217,0.161815971,1.5
Stewart,1996,4965.660401,2848.124662,7083.19614,0.213217938,1.5
Stewart,1997,5337.657114,3262.327164,7412.987064,0.194404577,1.5
Stewart,1998,2012.683452,136.9728877,3888.394016,0.465972571,1.5
Stewart,1999,2039.793147,1104.325587,2975.260707,0.229304516,1.5
Stewart,2000,1721.841109,954.2069797,2489.475238,0.22291085,1.5
Stewart,2001,4411.06634,1310.163962,7511.968719,0.351491243,1.5
Stewart,2002,5291.074275,3347.328784,7234.819767,0.183681554,1.5
Stewart,2003,4601.885017,2193.421426,7010.348608,0.261682287,1.5
Stewart,2004,3419.472654,2016.904644,4822.040664,0.205085426,1.5
Stewart,2005,1960.573926,949.3105626,2971.83729,0.25789983,1.5
Stewart,2006,2986.256066,1483.644965,4488.867167,0.251587786,1.5
Stewart,2007,9564.162249,8073.9273,11054.3972,0.077907239,1.5
Stewart,2008,1856.631027,1380.161918,2333.100136,0.128315509,1.5
Stewart,2009,4966.671156,3895.341033,6038.001279,0.107851928,1.5
Stewart,2010,1668.290227,642.5538258,2694.026628,0.30742145,1.5
Stewart,2011,1758.872975,1235.184716,2282.561234,0.148870403,1.5
Stewart,2012,609.8982668,79.63445834,1140.162075,0.434714966,1.5
Stewart,2013,1900.828304,991.7205624,2809.936045,0.239134629,1.5
Stewart,2014,2185.5818,1589.259278,2781.904322,0.136421918,1.5
Stewart,2015,5171.65028,4074.094513,6269.206047,0.106112721,1.5
Stewart,2016,5767.24219,4337.52145,7196.96293,0.123951855,1.5
Stewart,2017,2892.910142,2046.209763,3739.610521,0.146340594,1.5
Stewart,2018,2711.35737,1932.469891,3490.24485,0.143634234,1.5
Stewart,2019,3502.00729,2484.498397,4519.516183,0.145275096,1.5
Stewart,2020,1626.665241,1129.692169,2123.638313,0.15275825,1.5
Stewart,2021,2909.354494,2108.773881,3709.935108,0.137587327,1.5
Stewart,2022,31.76252046,10,109.924866,0.786499816,1.5
Stewart,2023,543.5679653,42.30030771,1044.835623,0.461090139,1.5
Stewart,2024,2603.205361,1325.918302,3880.49242,0.245329677,1.5
Nordenskiold,1985,898.2928202,230.9974609,1565.588179,0.371424186,1.5
Nordenskiold,1986,798.0228534,421.7735133,1174.272193,0.235738449,1.5
Nordenskiold,1987,465.0611729,185.2521882,744.8701576,0.3008303,1.5
Nordenskiold,1988,4813.901215,2435.622639,7192.179791,0.247021955,1.5
Nordenskiold,1989,1722.470311,594.7134965,2850.227126,0.327366111,1.5
Nordenskiold,1990,1203.061927,376.7443339,2029.37952,0.343422718,1.5
Nordenskiold,1991,541.5840462,272.3585519,810.8095406,0.248553753,1.5
Nordenskiold,1992,1014.866304,565.470716,1464.261891,0.221406301,1.5
Nordenskiold,1993,769.2040133,445.9552224,1092.452804,0.210119023,1.5
Nordenskiold,1994,1014.453259,636.9603789,1391.94614,0.186057306,1.5
Nordenskiold,1995,2622.621957,1753.661086,3491.582829,0.165666437,1.5
Nordenskiold,1996,2738.307461,1821.559251,3655.055671,0.167393221,1.5
Nordenskiold,1997,754.6323817,441.712065,1067.552698,0.207332951,1.5
Nordenskiold,1998,1814.531842,1151.993088,2477.070595,0.182564653,1.5
Nordenskiold,1999,995.6534807,370.2056899,1621.101271,0.31408909,1.5
Nordenskiold,2000,1750.783196,922.9318936,2578.634498,0.236423135,1.5
Nordenskiold,2001,5118.549636,1287.104768,8949.994505,0.374270559,1.5
Nordenskiold,2002,821.6761268,472.9983008,1170.353953,0.212174733,1.5
Nordenskiold,2003,682.2376618,378.5064045,985.9689191,0.222599304,1.5
Nordenskiold,2004,2021.749409,1239.774311,2803.724507,0.193390708,1.5
Nordenskiold,2005,1616.437784,10,3548.11528,0.547208701,1.5
Nordenskiold,2006,3902.397399,3574.390081,4230.404716,0.042026386,1.5
Nordenskiold,2007,1988.094833,1881.893008,2094.296658,0.026709446,1.5
Nordenskiold,2008,3673.453022,2550.459651,4796.446393,0.152852556,1.5
Nordenskiold,2009,1902.142888,1754.345377,2049.940398,0.038850265,1.5
Nordenskiold,2010,2226.706763,2091.62289,2361.790637,0.030332659,1.5
Nordenskiold,2011,8585.713945,8160.470535,9010.957355,0.024764592,1.5
Nordenskiold,2012,3124.416461,630.6829597,5618.149963,0.39907188,1.5
Nordenskiold,2013,2138.947665,1853.242302,2424.653029,0.066786432,1.5
Nordenskiold,2014,785.4506973,411.3049918,1159.596403,0.238172623,1.5
Nordenskiold,2015,4534.197779,4059.126021,5009.269537,0.052387631,1.5
Nordenskiold,2016,4857.956451,4598.670384,5117.242518,0.026686743,1.5
Nordenskiold,2017,3334.963254,2992.478782,3677.447725,0.051347563,1.5
Nordenskiold,2018,2335.323546,1597.353147,3073.293945,0.158001747,1.5
Nordenskiold,2019,774.0157935,197.742139,1350.289448,0.372262207,1.5
Nordenskiold,2020,1880.829343,1509.786746,2251.87194,0.098638029,1.5
Nordenskiold,2021,1318.030285,1217.849212,1418.211358,0.038004086,1.5
Nordenskiold,2022,668.9707559,605.3821816,732.5593303,0.04752717,1.5
Nordenskiold,2023,1526.535282,1365.567055,1687.503508,0.052723389,1.5
Nordenskiold,2024,1409.647846,1106.531496,1712.764196,0.10751492,1.5
YukonR.Teslinheadwaters,1985,5942.317392,4300.24087,7584.393915,0.138168026,1.5
YukonR.Teslinheadwaters,1986,8044.88916,5826.32427,10263.45405,0.137886604,1.5
YukonR.Teslinheadwaters,1987,3849.434985,2568.511793,5130.358177,0.166378078,1.5
YukonR.Teslinheadwaters,1988,3125.4384,10,6832.835927,0.545750312,1.5
YukonR.Teslinheadwaters,1989,5314.395707,10,14300.10603,0.672235698,1.5
YukonR.Teslinheadwaters,1990,6875.769403,10,16325.73984,0.59323324,1.5
YukonR.Teslinheadwaters,1991,9941.420128,6700.361487,13182.47877,0.16300783,1.5
YukonR.Teslinheadwaters,1992,11965.27383,7778.946727,16151.60093,0.174936536,1.5
YukonR.Teslinheadwaters,1993,14853.28287,10623.4085,19083.15725,0.142388535,1.5
YukonR.Teslinheadwaters,1994,6931.747787,4362.687354,9500.80822,0.185311159,1.5
YukonR.Teslinheadwaters,1995,9748.842558,6691.21549,12806.46963,0.156820005,1.5
YukonR.Teslinheadwaters,1996,13767.93653,9836.778566,17699.0945,0.142764966,1.5
YukonR.Teslinheadwaters,1997,7204.743198,4722.888521,9686.597875,0.172237553,1.5
YukonR.Teslinheadwaters,1998,3031.776429,499.2398144,5564.313043,0.417665463,1.5
YukonR.Teslinheadwaters,1999,5889.20123,4055.703948,7722.698512,0.155666041,1.5
YukonR.Teslinheadwaters,2000,3658.872776,2422.259374,4895.486178,0.168988303,1.5
YukonR.Teslinheadwaters,2001,7456.141205,1499.167318,13413.11509,0.399467615,1.5
YukonR.Teslinheadwaters,2002,2118.574381,991.3902316,3245.758531,0.266024209,1.5
YukonR.Teslinheadwaters,2003,4606.462615,2312.016191,6900.909038,0.249046461,1.5
YukonR.Teslinheadwaters,2004,4217.798978,2639.591471,5796.006486,0.187088991,1.5
YukonR.Teslinheadwaters,2005,8546.138881,6489.364162,10602.9136,0.120333565,1.5
YukonR.Teslinheadwaters,2006,3922.773387,1447.073246,6398.473528,0.315554825,1.5
YukonR.Teslinheadwaters,2007,3332.029391,2125.901334,4538.157449,0.180990009,1.5
YukonR.Teslinheadwaters,2008,968.2462028,671.8160158,1264.67639,0.153075832,1.5
YukonR.Teslinheadwaters,2009,5663.742884,4528.327665,6799.158104,0.100235413,1.5
YukonR.Teslinheadwaters,2010,3269.649586,2109.828915,4429.470257,0.177361616,1.5
YukonR.Teslinheadwaters,2011,4318.363588,3570.82949,5065.897685,0.086552936,1.5
YukonR.Teslinheadwaters,2012,3507.837683,2301.206131,4714.469235,0.17199079,1.5
YukonR.Teslinheadwaters,2013,2042.862127,1376.262324,2709.46193,0.1631534,1.5
YukonR.Teslinheadwaters,2014,7000.97691,5544.469732,8457.484089,0.10402171,1.5
YukonR.Teslinheadwaters,2015,6171.266796,4992.533214,7350.000379,0.095501752,1.5
YukonR.Teslinheadwaters,2016,13167.92074,11246.61348,15089.22801,0.072954087,1.5
YukonR.Teslinheadwaters,2017,12405.3891,10644.06962,14166.70857,0.070990094,1.5
YukonR.Teslinheadwaters,2018,7440.719879,5806.90303,9074.536727,0.109788896,1.5
YukonR.Teslinheadwaters,2019,6676.928435,5434.670605,7919.186266,0.093026145,1.5
YukonR.Teslinheadwaters,2020,2995.62975,2369.034364,3622.225137,0.104584919,1.5
YukonR.Teslinheadwaters,2021,2229.484029,1595.564274,2863.403785,0.142167369,1.5
YukonR.Teslinheadwaters,2022,386.8217881,98.0243146,675.6192617,0.373295252,1.5
YukonR.Teslinheadwaters,2023,3226.793081,2239.841345,4213.744817,0.152930744,1.5
YukonR.Teslinheadwaters,2024,4176.111453,2716.217051,5636.005854,0.174791121,1.5
MiddleYukonR.andtribs.,1985,8168.3256,4684.099837,12075.01087,0.226206428,1.5
MiddleYukonR.andtribs.,1986,8992.530912,5460.856602,13128.99086,0.213180648,1.5
MiddleYukonR.andtribs.,1987,8872.330434,5372.946758,12836.24467,0.210297001,1.5
MiddleYukonR.andtribs.,1988,4594.679477,1269.405541,8690.556798,0.403790476,1.5
MiddleYukonR.andtribs.,1989,9788.997093,10,20666.15372,0.527534985,1.5
MiddleYukonR.andtribs.,1990,10629.25321,1483.075219,21079.59128,0.460909992,1.5
MiddleYukonR.andtribs.,1991,21714.77996,12918.17966,30780.73402,0.205649728,1.5
MiddleYukonR.andtribs.,1992,13726.95023,7761.89753,19739.43519,0.218139089,1.5
MiddleYukonR.andtribs.,1993,11258.64909,6427.557352,16690.82862,0.227897485,1.5
MiddleYukonR.andtribs.,1994,14793.65215,8735.978907,21193.30602,0.210518116,1.5
MiddleYukonR.andtribs.,1995,24982.69725,15074.38072,34736.38898,0.19675626,1.5
MiddleYukonR.andtribs.,1996,21615.64519,12820.99233,30579.36593,0.205387966,1.5
MiddleYukonR.andtribs.,1997,26109.73926,16017.92125,36748.59108,0.198495565,1.5
MiddleYukonR.andtribs.,1998,3863.632158,1548.044976,6755.56118,0.336957298,1.5
MiddleYukonR.andtribs.,1999,10077.94895,6013.187603,14457.03975,0.209463557,1.5
MiddleYukonR.andtribs.,2000,10736.07192,6342.121572,15427.89908,0.21157127,1.5
MiddleYukonR.andtribs.,2001,17508.38997,8893.352511,27831.36831,0.270413439,1.5
MiddleYukonR.andtribs.,2002,17868.8061,10566.98369,25700.11065,0.211725491,1.5
MiddleYukonR.andtribs.,2003,38091.53726,23029.93764,53607.37958,0.200683959,1.5
MiddleYukonR.andtribs.,2004,11928.88014,7149.875503,17029.43813,0.207051343,1.5
MiddleYukonR.andtribs.,2005,14214.417,8581.223525,19848.6759,0.198169443,1.5
MiddleYukonR.andtribs.,2006,16713.6758,10488.84123,23128.05687,0.189054996,1.5
MiddleYukonR.andtribs.,2007,3909.119679,2327.677332,5579.781195,0.207981856,1.5
MiddleYukonR.andtribs.,2008,10129.3456,6333.989917,13909.67138,0.186973615,1.5
MiddleYukonR.andtribs.,2009,12247.68016,7525.382517,16897.04996,0.191294746,1.5
MiddleYukonR.andtribs.,2010,8212.102124,4962.935746,11285.45159,0.192475561,1.5
MiddleYukonR.andtribs.,2011,10619.6172,6605.983155,14647.89302,0.18931732,1.5
MiddleYukonR.andtribs.,2012,4101.680209,2434.839154,5873.929283,0.209614716,1.5
MiddleYukonR.andtribs.,2013,9787.154732,6079.215042,13533.75014,0.190416298,1.5
MiddleYukonR.andtribs.,2014,19277.53521,12071.47308,26502.24665,0.187144951,1.5
MiddleYukonR.andtribs.,2015,23856.32845,14806.3153,32703.9896,0.187556882,1.5
MiddleYukonR.andtribs.,2016,13399.28952,8392.893723,18255.93097,0.184021646,1.5
MiddleYukonR.andtribs.,2017,18206.60093,11424.19014,24905.02024,0.185109101,1.5
MiddleYukonR.andtribs.,2018,15405.08029,9584.991508,21068.65138,0.186361571,1.5
MiddleYukonR.andtribs.,2019,11727.15748,7397.688684,16067.37048,0.184820614,1.5
MiddleYukonR.andtribs.,2020,6442.768772,3961.937222,8875.334176,0.19065549,1.5
MiddleYukonR.andtribs.,2021,7444.219318,4572.44667,10178.34738,0.188263553,1.5
MiddleYukonR.andtribs.,2022,4845.406089,3023.900808,6710.348282,0.190203226,1.5
MiddleYukonR.andtribs.,2023,2578.306565,1592.011011,3529.767764,0.187890453,1.5
MiddleYukonR.andtribs.,2024,5675.087699,3526.453243,7877.725035,0.19168302,1.5
UpperYukonR.,1985,5991.845957,3653.218847,8330.473067,0.195150804,1.5
UpperYukonR.,1986,2456.884497,1254.073212,3659.695782,0.244783848,1.5
UpperYukonR.,1987,497.4809103,263.9751693,730.9866514,0.234688142,1.5
UpperYukonR.,1988,514.6544075,109.9647453,919.3440697,0.39316642,1.5
UpperYukonR.,1989,187.9359486,0.868294967,375.0036023,0.497689918,1.5
UpperYukonR.,1990,-10.29035286,10,184.0877512,-4.229392168,1.5
UpperYukonR.,1991,3137.166714,1347.250486,4927.082942,0.285275918,1.5
UpperYukonR.,1992,1945.337367,215.8028978,3674.871836,0.444533298,1.5
UpperYukonR.,1993,1005.712151,258.061648,1753.362654,0.371702033,1.5
UpperYukonR.,1994,1772.02564,395.9134739,3148.137806,0.388287882,1.5
UpperYukonR.,1995,2916.450325,1109.549247,4723.351403,0.309777448,1.5
UpperYukonR.,1996,2939.117788,1148.691166,4729.54441,0.304585721,1.5
UpperYukonR.,1997,8024.561795,5267.81587,10781.30772,0.17176925,1.5
UpperYukonR.,1998,9996.711106,6323.164846,13670.25737,0.183737742,1.5
UpperYukonR.,1999,3965.923251,2245.80722,5686.039282,0.216861992,1.5
UpperYukonR.,2000,2620.549697,1431.705521,3809.393874,0.226831069,1.5
UpperYukonR.,2001,1494.153482,10,3656.560801,0.610138256,1.5
UpperYukonR.,2002,771.2113711,261.2139603,1281.208782,0.330646973,1.5
UpperYukonR.,2003,1173.652855,10,2419.565494,0.513261968,1.5
UpperYukonR.,2004,2539.297479,1314.353819,3764.241139,0.241197353,1.5
UpperYukonR.,2005,12014.47299,10050.0539,13978.89209,0.081752196,1.5
UpperYukonR.,2006,1360.115583,66.13738954,2654.093777,0.47568685,1.5
UpperYukonR.,2007,940.41222,10,2417.467386,0.640003217,1.5
UpperYukonR.,2008,1961.339505,853.1504276,3069.528582,0.282508223,1.5
UpperYukonR.,2009,1121.198339,529.4571192,1712.939559,0.263887842,1.5
UpperYukonR.,2010,1548.90437,482.1918021,2615.616938,0.344344231,1.5
UpperYukonR.,2011,1196.160769,645.1796879,1747.141849,0.230312302,1.5
UpperYukonR.,2012,5189.209221,2931.205958,7447.212485,0.217567183,1.5
UpperYukonR.,2013,3120.534296,2159.083171,4081.98542,0.154052325,1.5
UpperYukonR.,2014,6801.380192,6182.291276,7420.469108,0.045512006,1.5
UpperYukonR.,2015,2753.014937,1900.657033,3605.372842,0.154804446,1.5
UpperYukonR.,2016,2120.548309,1481.591305,2759.505312,0.150658441,1.5
