"stock","year","mean","lower","upper","cv"
"NorthernYukonR.andtribs.","1985",2149.31061944734,1260.13414299702,3038.48709589766,0.206851552401243
"NorthernYukonR.andtribs.","1986",5279.17716372929,3548.01660082645,7010.33772663216,0.16396121111419
"NorthernYukonR.andtribs.","1987",3307.23336725992,2429.05125582121,4185.41547869865,0.132766880035185
"NorthernYukonR.andtribs.","1988",5755.942924663,4331.58905475934,7180.29679456667,0.123728977905654
"NorthernYukonR.andtribs.","1989",1807.54936339091,584.046615847699,3031.05211093412,0.338442416103081
"NorthernYukonR.andtribs.","1990",7918.05463232705,5499.61730117899,10336.4919634751,0.152716635805613
"NorthernYukonR.andtribs.","1991",15827.6425068195,13871.6180521665,17783.6669614726,0.061791402409117
"NorthernYukonR.andtribs.","1992",9918.88585888535,7578.45069718804,12259.3210205827,0.117978732440033
"NorthernYukonR.andtribs.","1993",10032.0555477831,7389.99418837962,12674.1169071867,0.131680957447817
"NorthernYukonR.andtribs.","1994",10067.3006565465,8118.21615444674,12016.3851586463,0.0968027363339125
"NorthernYukonR.andtribs.","1995",13515.2126713029,11200.3693847069,15830.055957899,0.0856384336263973
"NorthernYukonR.andtribs.","1996",7106.7147097693,4938.85186070525,9274.57755883338,0.152522152471099
"NorthernYukonR.andtribs.","1997",9944.15185923774,7648.85016936699,12239.4535491085,0.115409625796217
"NorthernYukonR.andtribs.","1998",4943.35712065389,2186.47745024603,7700.23679106178,0.278846905364102
"NorthernYukonR.andtribs.","1999",3872.49487344034,2841.16976783897,4903.81997904173,0.133160293209781
"NorthernYukonR.andtribs.","2000",6136.57575713607,4345.32031391519,7927.83120035697,0.145949102081717
"NorthernYukonR.andtribs.","2001",8928.92858675669,5622.39459696292,12235.4625765505,0.18515849677071
"NorthernYukonR.andtribs.","2002",6004.36387397524,4701.35359118131,7307.37415676919,0.108505273009984
"NorthernYukonR.andtribs.","2003",15307.1863913873,12999.9450348557,17614.4277479189,0.075364645648719
"NorthernYukonR.andtribs.","2004",11148.1442443745,8914.36962438506,13381.918864364,0.100185939965598
"NorthernYukonR.andtribs.","2005",9989.18373972084,7783.84771715122,12194.5197622905,0.110386197713051
"NorthernYukonR.andtribs.","2006",10707.4957444212,7283.36876454257,14131.6227242999,0.159893922052814
"NorthernYukonR.andtribs.","2007",4821.97459774436,3412.14502393309,6231.80417155565,0.146187992619328
"NorthernYukonR.andtribs.","2008",5400.49588722939,4695.8707884602,6105.12098599859,0.0652370739171777
"NorthernYukonR.andtribs.","2009",8695.25024803615,7213.79628718169,10176.7042088906,0.085187540242966
"NorthernYukonR.andtribs.","2010",2682.66784534097,1536.56621523101,3828.76947545092,0.213612287503354
"NorthernYukonR.andtribs.","2011",4418.82642019045,3686.82334754505,5150.82949283587,0.0828277695295688
"NorthernYukonR.andtribs.","2012",4543.84049431648,3197.62607080983,5890.05491782315,0.148136188450115
"NorthernYukonR.andtribs.","2013",530.222502721843,28.2715864430571,1032.17341900063,0.473339884390111
"NorthernYukonR.andtribs.","2014",5446.22831141072,4095.08176602031,6797.37485680114,0.124044243844823
"NorthernYukonR.andtribs.","2015",6122.97040532118,4946.89999699699,7299.04081364538,0.0960375708579394
"NorthernYukonR.andtribs.","2016",7382.96498862963,5990.82765572614,8775.10232153314,0.0942803694076503
"NorthernYukonR.andtribs.","2017",6493.71872703437,4970.19777927566,8017.2396747931,0.117307278910624
"NorthernYukonR.andtribs.","2018",5705.9123793611,4305.12982030993,7106.69493841229,0.122748341187113
"NorthernYukonR.andtribs.","2019",2769.12735342459,1798.08645882618,3740.168248023,0.175333375945588
"NorthernYukonR.andtribs.","2020",7256.79021033462,7033.75213635521,7479.82828431407,0.0153675431916024
"NorthernYukonR.andtribs.","2021",3418.8034394325,2508.34067614169,4329.26620272333,0.133155178327823
"NorthernYukonR.andtribs.","2022",622.365982017221,270.335637607552,974.39632642689,0.282816184191706
"NorthernYukonR.andtribs.","2023",2122.35398106583,1253.89722999033,2990.81073214134,0.204597526808269
"NorthernYukonR.andtribs.","2024",2801.64410986201,1984.15776556991,3619.13045415411,0.145894037971219
"Whiteandtribs.","1985",2343.99524163714,1414.29676978761,3273.69371348667,0.198314923028639
"Whiteandtribs.","1986",5536.38554764492,3683.8139456326,7388.95714965725,0.167308760026691
"Whiteandtribs.","1987",2381.49595314702,1558.49176651738,3204.50013977666,0.172791430852966
"Whiteandtribs.","1988",1101.27665731064,10,2427.07472462378,0.54869834672751
"Whiteandtribs.","1989",1905.52191636698,10,6436.2669554343,0.843111131422523
"Whiteandtribs.","1990",1295.06422965046,10,3556.56561902385,0.684631220951312
"Whiteandtribs.","1991",936.468461693364,279.278517642425,1593.6584057443,0.350887387527487
"Whiteandtribs.","1992",4434.73965340823,2856.23700340143,6013.24230341505,0.177970159848469
"Whiteandtribs.","1993",8103.23609595526,5536.43804772614,10670.0341441844,0.158381047882238
"Whiteandtribs.","1994",6967.46429301978,5332.43808600133,8602.49050003827,0.117332944831629
"Whiteandtribs.","1995",4279.6802700711,2667.97244319801,5891.38809694419,0.18829769108503
"Whiteandtribs.","1996",10365.1665281369,7810.49760099929,12919.8354552745,0.123233375952176
"Whiteandtribs.","1997",4935.49719660346,2909.06942548187,6961.92496772507,0.205291148024171
"Whiteandtribs.","1998",3778.53534239783,745.630805395836,6811.43987939985,0.401333355674972
"Whiteandtribs.","1999",3187.98091907912,2226.6654432917,4149.29639486655,0.15077183649912
"Whiteandtribs.","2000",6011.88606412706,4145.71150542797,7878.06062282617,0.155207079674594
"Whiteandtribs.","2001",5384.20844046746,2967.71542186478,7800.70145907016,0.224405596971362
"Whiteandtribs.","2002",2557.52498883624,1586.56239319755,3528.48758447495,0.189824654671413
"Whiteandtribs.","2003",4081.46253159067,2514.03347413805,5648.89158904331,0.192018062804775
"Whiteandtribs.","2004",3312.66543846358,1724.76775855205,4900.56311837511,0.239670698627508
"Whiteandtribs.","2005",4216.4733009949,2712.93215050045,5720.01445148937,0.178293688014068
"Whiteandtribs.","2006",3045.54552500494,932.10765638973,5158.98339362017,0.346971971238517
